ID,  Milk,ChdBby,Vegges, Cerel, Bread,  Rice,  Meat,  Eggs,YogChs, Chips,  Soda, Fruit,  Corn,  Fish, Sauce, Beans,Tortya,  Salt,Scented, Salza
447,     5,     4,     7,     4,     0,     6,     4,     2,     7,     0,     1,     6,     4,     1,     4,     2,     3,     4,     2,     4
448,     5,     5,     4,     4,     0,     5,     2,     6,     9,     2,     1,     7,     7,     2,     1,     3,     4,     3,     0,     2
449,     3,     2,     1,     8,     3,     5,     8,     3,     1,     9,     8,     7,     7,     3,    10,     4,     8,     2,     5,     3
450,    10,    10,     9,     8,     8,     7,     9,     5,     5,     1,     1,     7,     5,     2,     2,     3,     0,     3,     7,     1
451,     5,     8,     7,     5,     1,     2,     4,     1,    10,     3,     1,     7,     5,     1,     3,     7,     4,     2,     1,     2
452,     6,     5,     6,     6,     4,     7,     6,     6,     7,     9,     0,     8,     4,     6,     5,     2,     7,     4,     6,     4
453,     2,     1,     1,     5,     2,     6,     7,     7,     0,     9,     6,     6,     7,     3,     7,     5,     7,     1,     5,     5
454,     5,     4,     9,     6,     8,     8,     7,     3,     5,     8,     0,     7,     1,    10,     5,     3,     6,     0,     4,     0
455,     5,     3,     5,     3,     0,     4,     5,     2,     8,     2,     2,     5,     3,     2,     2,     6,     5,     3,     1,     5
456,     6,     5,     9,     7,     6,     3,     6,     6,     5,    10,     0,     6,     3,     5,     7,     5,     7,     6,     5,     1
457,     5,     4,     2,    10,     3,     6,    10,     5,     0,     9,     7,     4,     6,     3,     9,     7,     6,     4,     7,     4
458,     4,     5,     9,     4,     1,     5,     2,     2,     9,     3,     1,     7,     3,     2,     4,     2,     5,     3,     2,     2
459,     7,     5,     7,     4,     1,     6,     1,     1,    10,     2,     2,     5,     3,     3,     4,     4,     1,     4,     1,     5
460,     2,     1,     1,     9,     0,     5,    10,     8,     1,     8,     6,     7,     8,     2,     8,     6,     8,     6,     9,     2
461,     9,    10,     5,     8,     7,     2,     9,     6,     6,     3,     0,     6,     2,     3,     3,     5,     3,     1,     3,     2
462,     2,     3,     2,     8,     2,     7,    10,     6,     1,     5,     4,     7,     8,     2,     9,     3,     7,     3,     6,     5
463,     5,     6,     9,     6,     0,     6,     1,     2,     9,     3,     1,     7,     1,     3,     6,     6,     5,     1,     0,     0
464,     2,     4,     2,    10,     2,     7,     9,     5,     1,     9,     7,     8,     7,     2,     8,     6,     8,     3,     8,     3
465,     8,     5,     5,     6,     4,     7,     7,     7,     6,     9,     0,     5,     4,     7,     5,     3,     5,     2,     5,     1
466,     5,     6,     7,     4,     0,     5,     1,     3,     7,     0,     1,     5,     4,     4,     2,     6,     6,     1,     1,     3
467,    10,     8,    10,     8,     9,     4,     6,     2,     6,     1,     1,     8,     5,     3,     2,     5,     0,     2,     6,     3
468,     8,     6,     9,     2,     0,     5,     1,     3,     6,     1,     0,     8,     4,     2,     3,     5,     2,     2,     1,     4
469,    10,     9,     6,     9,    10,     5,     9,     2,     6,     2,     0,     7,     4,     3,     3,     6,     1,     1,     4,     0
470,    10,     7,     6,     9,     8,     7,    10,     3,     6,     1,     2,     3,     4,     5,     4,     3,     3,     3,     5,     3
471,     4,     1,     2,     7,     3,     7,     9,     6,     2,     8,     8,     5,     8,     2,     7,     7,     7,     2,     5,     6
472,     1,     1,     3,    10,     2,     8,     9,     7,     1,     8,     5,     8,     5,     3,    10,     4,     8,     3,     4,     4
473,     5,     4,     6,     4,     1,     5,     4,     3,     7,     0,     2,     7,     3,     2,     4,     5,     4,     5,     2,     2
474,     9,    10,     8,    10,     7,     7,     7,     6,     6,     4,     2,     4,     4,     5,     1,     5,     2,     2,     5,     2
475,     4,     6,     8,     7,     6,     6,     4,     5,     5,     9,     0,     7,     5,     8,     4,     5,     6,     4,     5,     1
476,     4,     3,     8,     3,     4,     5,     7,     4,     6,     9,     1,     5,     3,     9,     5,     4,     8,     2,     5,     1
477,     2,     2,     3,    10,     0,     7,    10,     8,     0,     6,     9,     4,     8,     2,     9,     5,     7,     4,     3,     6
478,     8,     6,     7,     9,     4,     4,     6,     5,     3,     5,     1,     7,     5,     6,     2,     3,     6,     2,     3,     2
479,     3,     5,     4,     6,     1,     8,     9,     8,     0,     8,     5,     6,     8,     2,     8,     5,     4,     3,     5,     5
480,    10,     6,     8,     7,     7,     6,     7,     3,     3,     2,     1,     5,     7,     1,     3,     6,     0,     4,     6,     0
481,     0,     5,     5,     8,     1,     4,     6,     6,     1,     8,     6,     6,     7,     4,     9,     6,     7,     3,     4,     5
482,     9,     8,     9,     9,     4,     6,     5,     6,     7,     3,     0,     2,     6,     5,     4,     6,     2,     3,     5,     2
483,     4,     5,     7,     8,     6,     9,     8,     6,     6,     8,     1,     8,     5,     5,     3,     6,     6,     3,     6,     5
484,     5,     4,     7,     2,     1,     7,     1,     4,     8,     2,     2,     6,     4,     3,     4,     5,     5,     3,     0,     1
485,    10,     7,     7,     7,     7,     7,     5,     6,     6,     0,     1,     4,     5,     4,     1,     6,     3,     4,     6,     3
486,     1,     2,     4,     6,     1,     7,     9,     4,     0,     7,     7,     8,     8,     2,     7,     6,     7,     3,     8,     3
487,     9,     7,     8,     4,     0,     6,     0,     1,     9,     2,     1,     3,     2,     4,     2,     5,     5,     3,     0,     5
488,    10,     7,     9,     9,     7,     8,     6,     5,     8,     2,     2,     5,     6,     1,     3,     3,     0,     3,     5,     2
489,     4,     4,     6,     4,     1,     4,     2,     1,     8,     3,     1,     6,     4,     1,     2,     7,     2,     3,     0,     2
490,    10,     9,     6,     7,     6,     7,     8,     3,     8,     2,     2,     5,     3,     2,     2,     6,     0,     2,     4,     2
491,     2,     4,     3,     8,     2,     7,     9,     7,     2,     7,     6,     5,     7,     4,     7,     6,     6,     4,     4,     4
492,     4,     8,     8,     4,     1,     1,     0,     4,     8,     1,     1,     2,     4,     5,     4,     5,     4,     4,     0,     3
493,     5,     6,    10,     5,     1,     4,     0,     3,     8,     2,     0,     6,     2,     5,     1,     4,     4,     4,     2,     5
494,     6,     4,     5,     8,     6,     4,     7,     7,     3,     7,     2,     8,     2,     9,     2,     6,     8,     6,     4,     2
495,     1,     2,     2,    10,     1,     5,     9,     8,     1,     9,     7,     4,     9,     1,     8,     8,     7,     4,     5,     6
496,     9,     6,     9,     5,     5,     8,     6,     4,     4,     1,     3,     8,     2,     3,     2,     4,     0,     5,     4,     2
497,     5,     2,     2,    10,     6,     8,    10,     7,     0,     8,     6,     6,     9,     2,    10,     4,     5,     2,     4,     4
498,     9,     8,     8,     8,     4,     5,     7,     5,     7,     2,     0,     7,     5,     3,     2,     7,     1,     2,     5,     0
499,    10,     5,     7,     7,     9,     7,     6,     3,     6,     1,     0,     6,     2,     2,     1,     7,     0,     2,     3,     3
500,     5,     3,     5,     6,     7,     5,     7,     6,     4,     7,     0,     7,     7,     8,     3,     5,     8,     4,     4,     0
501,     7,     5,     6,     4,     0,     3,     2,     2,    10,     3,     0,     5,     4,     2,     3,     7,     5,     3,     0,     1
502,     4,     2,     1,     7,     3,     8,     9,     2,     1,     7,     9,     7,     6,     1,     9,     6,     6,     1,     4,     4
503,     4,     4,     9,     7,     4,     6,     8,     6,     7,     8,     3,     5,     3,     5,     2,     6,     6,     4,     7,     1
504,     3,     2,     7,     6,     7,     5,     9,     3,     5,     9,     1,     5,     4,     6,     5,     6,     7,     3,     4,     3
505,     3,     3,     7,     8,     8,     6,     7,     6,     4,     5,     2,     7,     1,     6,     4,     4,     9,     4,     7,     3
506,     9,     7,     7,     8,     7,     6,     9,     2,     7,     2,     0,     6,     4,     1,     1,     8,     2,     6,     5,     3
507,     5,     6,     8,     9,     7,     6,     6,     8,     7,     9,     2,     4,     2,     7,     1,     8,     6,     5,     3,     1
508,     2,     1,     1,     8,     3,     6,    10,     6,     1,     6,     7,     5,     8,     3,     7,     4,     7,     2,     6,     5
509,     4,     4,     7,     6,     7,     8,     7,     7,     6,     9,     0,     7,     1,     7,     5,     6,     7,     1,     7,     4
510,     4,     7,     8,     3,     1,     2,     1,     1,     6,     5,     1,     6,     4,     4,     1,     2,     1,     1,     1,     5
511,     2,     1,     1,     9,     0,     8,    10,     5,     2,     7,    10,     3,     5,     4,     6,     2,     6,     6,     7,     4
512,    10,     7,     6,     8,     8,     7,     5,     4,     7,     1,     1,     8,     6,     3,     2,     7,     0,     3,     5,     1
513,     3,     4,     5,     4,     6,     6,     7,     8,     7,     9,     1,     5,     1,     5,     2,     7,     6,     2,     8,     4
514,     3,     2,     1,    10,     3,     5,     9,     5,     1,     6,     4,     3,     8,     1,     9,     7,     6,     3,     4,     5
515,     0,     2,     1,     8,     4,     6,     9,     9,     0,     8,     9,     7,     9,     2,     9,     6,     6,     2,     4,     5
516,     6,     4,     6,     5,     1,     6,     5,     4,     7,     1,     1,     5,     5,     1,     3,     7,     2,     4,     0,     4
517,     3,     7,     8,     1,     0,     6,     3,     2,     9,     0,     1,     7,     5,     3,     6,     6,     3,     4,     0,     1
518,     7,     4,     6,     9,     4,     6,     8,     7,     6,    10,     0,     8,     4,     7,     4,     9,     8,     3,     6,     0
519,     6,     4,     6,     8,     5,     4,     8,     8,     9,     7,     2,     6,     2,     9,     5,     6,     4,     4,     6,     1
520,     2,     5,     1,     7,     1,     5,    10,     7,     0,     6,     8,     5,     6,     3,     9,     8,     5,     3,     3,     6
521,     1,     3,     4,     7,     4,     4,     9,     7,     1,     5,     7,     4,     8,     2,     9,     7,     7,     1,     5,     4
522,     3,     2,     6,     6,     7,     7,     6,     5,     6,    10,     2,     8,     3,     6,     3,     4,     6,     1,     2,     1
523,     1,     1,     3,     6,     2,     5,    10,     6,     2,     7,     6,     5,     9,     2,     6,     7,     7,     1,     6,     7
524,     2,     2,     6,     9,     9,     9,     7,     5,     5,     8,     1,     4,     5,     8,     6,     5,     5,     3,     4,     2
525,     3,     1,     0,     8,     4,     4,     9,     7,     2,     8,     8,     5,     7,     4,     8,     5,     6,     4,     5,     6
526,     6,     8,     5,     7,     5,     5,     6,     5,     6,     8,     0,     5,     5,     9,     3,     7,     5,     3,     6,     3
527,     9,     6,     8,     8,    10,     6,     7,     2,     5,     3,     1,     8,     7,     4,     3,     5,     2,     4,     5,     2
528,     4,     3,     3,     7,     5,     8,     7,     5,     6,     8,     1,     4,     3,     5,     4,     3,     7,     4,     6,     2
529,     6,     4,     7,     6,     7,     5,     5,     5,     6,     8,     2,     4,     4,     7,     4,     5,     8,     4,     6,     2
530,    10,    10,     7,    10,     7,     8,     6,     6,     8,     4,     0,     6,     5,     2,     3,     2,     0,     3,     5,     0
531,     7,     8,     7,     9,     9,     8,     8,     2,     6,     1,     0,     5,     5,     2,     1,     2,     0,     6,     5,     2
532,     6,     5,     4,     7,     8,     5,     5,     5,     7,    10,     2,     5,     2,     4,     3,     7,     5,     3,     4,     2
533,     7,     3,     3,     5,     7,     4,     6,    10,     6,     9,     1,     8,     2,     6,     5,     5,     8,     3,     6,     2
534,     4,     5,     7,     4,     0,     8,     2,     1,     8,     1,     0,     6,     3,     3,     3,     4,     4,     2,     0,     1
535,    10,     8,     5,     9,     6,     6,     9,     6,     6,     2,     1,     5,     3,     0,     1,     6,     1,     4,     6,     0
536,     0,     3,     2,     6,     3,     5,     9,    10,     0,     7,     7,     7,     7,     4,    10,     0,     7,     4,     3,     7
537,     8,     6,     6,     9,     4,    10,    10,     6,     8,     3,     3,     6,     5,     2,     3,     5,     1,     3,     4,     3
538,     4,     6,     8,     6,     1,     4,     3,     4,     8,     2,     3,     8,     3,     2,     3,     4,     6,     4,     0,     5
539,     6,     4,     6,     4,     0,     5,     1,     4,     8,     1,     1,     4,     3,     2,     1,     8,     3,     2,     2,     2
540,     9,    10,     7,    10,     8,     8,     6,     6,     5,     3,     2,     4,     2,     3,     2,     5,     2,     4,     8,     3
541,     3,     5,     7,     4,     0,     6,     6,     4,     9,     4,     0,     7,     1,     4,     3,     3,     4,     1,     1,     2
542,     4,     3,     8,     4,     0,     6,     3,     1,     8,     3,     0,     5,     3,     3,     2,     1,     3,     5,     0,     1
543,     6,     5,     6,     7,     0,     4,     4,     2,     8,     0,     2,     6,     3,     1,     2,     6,     4,     4,     1,     6
544,     5,     4,     8,     5,     0,     5,     2,     4,     8,     0,     0,     8,     3,     2,     1,     4,     6,     3,     1,     3
545,    10,     9,     7,     8,     8,     8,     7,     3,     5,     1,     1,     8,     2,     4,     1,     6,     1,     2,     8,     3
546,     2,     2,     1,     7,     1,     7,    10,     3,     2,     8,     8,     6,     7,     1,     9,     5,     5,     3,     4,     4
547,     2,     3,     0,     6,     4,     4,     8,     5,     1,     7,     8,     6,     7,     3,     7,     3,     7,     1,     4,     6
548,     6,     4,     7,     5,     0,     4,     3,     1,     9,     2,     2,     4,     3,     3,     1,     4,     2,     3,     0,     3
549,     7,     7,     9,     4,     0,     5,     3,     1,     9,     5,     0,     6,     3,     5,     6,     4,     3,     2,     0,     2
550,     3,     7,     7,     6,     1,     8,     3,     5,     9,     2,     1,     7,     2,     4,     5,     5,     4,     6,     0,     2
551,    10,     9,     7,    10,     8,     6,     6,     5,     5,     2,     1,     7,     5,     3,     2,     6,     2,     4,     5,     4
552,     3,     2,     1,     7,     1,     4,     9,     8,     1,     8,     8,     8,     8,     5,    10,     5,     6,     3,     6,     4
553,     3,     3,     7,     4,     5,     5,     5,     8,     7,     8,     0,     5,     5,     5,     5,     4,     9,     2,     5,     3
554,     8,     5,     7,     7,     7,     6,     7,     3,     5,     9,     0,     7,     4,     4,     4,     8,     9,     3,     6,     3
555,     9,    10,     6,     8,     8,     7,     9,     4,     4,     4,     2,     7,     3,     3,     1,     2,     4,     3,     3,     1
556,     5,     1,     4,     7,     5,     4,     7,     8,     4,     7,     2,     5,     4,     7,     3,     3,     6,     1,     4,     4
557,    10,     8,     7,     7,     7,     8,     9,     4,     4,     4,     2,     6,     5,     6,     0,     6,     2,     4,     5,     3
558,     1,     0,     4,     7,     1,     4,     9,     6,     2,     6,     8,     5,     8,     1,     8,     5,     8,     3,     5,     5
559,     7,     4,     8,     4,     0,     8,     2,     1,     7,     1,     1,     8,     6,     2,     4,     5,     3,     4,     1,     3
560,     3,     2,     2,     7,     4,     7,    10,     5,     0,     7,     6,     8,     7,     4,     7,     6,     7,     4,     3,     6
561,     7,     5,     8,     8,     5,     7,     7,     5,     7,     7,     0,     7,     3,     6,     4,     5,     8,     3,     6,     2
562,     9,     9,     8,     7,     8,     8,     8,     5,     5,     4,     2,     7,     7,     3,     2,     4,     1,     3,     6,     4
563,     4,     0,     2,     9,     1,     7,    10,     9,     2,     7,     8,     3,     9,     3,     9,     3,     9,     3,     5,     3
564,     3,     1,     0,    10,     2,     5,    10,     9,     2,     9,     8,     7,     7,     4,     9,     6,     8,     2,     3,     6
565,     7,     5,     7,     2,     0,     5,     0,     4,     8,     2,     1,     6,     4,     1,     2,     7,     6,     3,     0,     3
566,     4,     5,     4,     2,     0,     3,     2,     2,     8,     0,     1,     7,     4,     2,     2,     5,     5,     3,     0,     5
567,     0,     2,     1,     8,     2,     6,     9,     5,     2,     8,    10,     6,     9,     5,     8,     4,     7,     5,     4,     4
568,     5,     6,     6,     9,     7,     5,     7,     3,     5,     8,     0,     5,     4,     6,     2,     6,     7,     2,     6,     0
569,     4,     2,     8,     4,     0,     4,     4,     5,     5,     2,     3,     6,     1,     1,     1,     5,     4,     4,     0,     6
570,     3,     2,     2,     5,     2,     4,    10,     6,     2,     7,     7,     6,     8,     3,     9,     5,     7,     2,     5,     3
571,     4,     0,     0,     9,     3,     4,     8,     9,     2,     5,     8,     4,     6,     2,     7,     7,     9,     2,     5,     3
572,     6,     2,     0,    10,     3,     6,    10,     5,     1,     8,     6,     4,     7,     4,     7,     5,     5,     2,     6,     9
573,    10,     8,     7,     8,    10,     7,     8,     7,     9,     3,     1,     5,     6,     5,     3,     5,     1,     6,     4,     1
574,    10,     9,     6,     9,     6,     8,     6,     3,     7,     0,     3,     6,     3,     3,     0,     6,     2,     3,     3,     2
575,    10,     9,     8,     9,     6,     6,     8,     6,     5,     1,     0,     4,     4,     2,     1,     3,     1,     1,     5,     3
576,     4,     7,     6,     3,     0,     6,     2,     3,     6,     2,     1,     5,     3,     3,     1,     4,     3,     3,     0,     1
577,     1,     1,     3,     8,     0,     7,    10,     5,     0,     7,     7,     6,     8,     1,     8,     6,     8,     2,     6,     3
578,     1,     1,     2,     9,     3,     6,     9,     7,     0,     7,     8,     4,     6,     5,     9,     2,     6,     4,     5,     6
579,     6,     3,     8,     6,     1,     6,     2,     0,     8,     2,     2,     6,     4,     4,     5,     5,     2,     3,     1,     4
580,     0,     0,     2,     3,     3,     5,     8,     9,     1,     9,     6,     5,     4,     1,     6,     4,     4,     2,     3,     2
581,     2,     0,     0,     8,     2,     6,     9,     8,     2,     6,     6,     3,     6,     4,    10,     5,     5,     5,     6,     2
582,    10,     8,    10,     9,     7,     4,     7,     5,     4,     1,     4,     9,     3,     5,     5,     4,     0,     2,     5,     4
583,     1,     0,     1,     6,     3,     7,     7,     6,     0,     8,     8,     8,     7,     0,     9,     4,     7,     6,     7,     3
584,     7,     3,     8,     6,     6,     9,     7,     5,     9,     9,     2,     7,     5,     5,     3,     2,     7,     2,     2,     3
585,     2,     2,     2,     7,     4,     5,     8,     9,     1,     8,     8,     6,     6,     2,     7,     6,     9,     4,     6,     5
586,     8,     8,     9,     8,     6,     8,     6,     7,     6,     2,     0,     6,     4,     3,     3,     4,     0,     3,     5,     2
587,    10,     7,     7,     9,     7,     4,     8,     5,     6,     1,     0,     7,     2,     0,     2,     5,     1,     4,     8,     3
588,     5,     7,     8,     4,     0,     6,     1,     3,     6,     1,     0,     5,     3,     2,     3,     3,     3,     6,     0,     4
589,     4,     2,     4,     7,     5,     6,     4,     3,     5,     9,     1,     5,     3,     8,     3,     5,     7,     2,     5,     1
590,     2,     2,     3,     6,     1,     5,     9,     8,     0,     8,     7,     7,     5,     2,     8,     8,     5,     1,     4,     3
591,     2,     1,     4,     9,     2,     8,     9,     6,     1,     6,     7,     6,     7,     3,    10,     6,     7,     1,     4,     3
592,     3,     5,     8,     0,     0,     7,     3,     4,     8,     2,     1,     7,     3,     0,     5,     2,     5,     3,     2,     3
593,     1,     2,     2,     8,     5,     6,    10,     7,     1,    10,     7,     7,     9,     1,     8,     5,     7,     1,     6,     6
594,     5,     4,     4,     7,     9,     6,     5,     5,     5,     5,     0,     6,     6,     8,     2,     4,     6,     5,     3,     4
595,    10,     9,     6,     7,     5,     5,     7,     5,     7,     1,     0,     4,     4,     3,     0,     7,     0,     5,     6,     1
596,    10,     6,    10,     8,     9,     7,     7,     4,     7,     1,     1,     9,     4,     2,     4,     9,     2,     3,     3,     2
597,     2,     8,     7,     5,     1,     4,     1,     2,     8,     3,     1,     8,     5,     4,     3,     5,     3,     5,     1,     3
598,     4,     4,     8,     7,     8,     6,     5,     5,     5,     6,     0,     6,     3,     7,     2,     7,     7,     3,     4,     2
599,     6,     2,     5,     4,     6,     4,     5,     6,     4,     9,     2,     5,     3,     7,     4,     2,     7,     2,     8,     3
600,     5,     2,     7,     6,     9,     6,     6,     5,     7,    10,     0,     6,     3,     8,     5,     3,     6,     4,     4,     2
601,     6,     5,     5,     7,     6,     6,     6,     6,     8,     8,     0,     4,     3,     6,     2,     3,     5,     0,     5,     1
602,    10,     9,     8,     8,     7,     4,     7,     7,     6,     1,     1,     4,     5,     2,     3,     7,     2,     3,     4,     2
603,     1,     2,     3,     8,     2,     8,     8,     5,     2,     8,     8,     5,     3,     3,     8,     5,     7,     4,     6,     6
604,     6,     3,     4,     6,     2,     7,     3,     3,     9,     3,     1,     5,     5,     4,     2,     5,     8,     3,     0,     3
605,     9,    10,     8,     8,     8,     9,     6,     5,     4,     1,     0,     3,     3,     3,     5,     6,     1,     2,     4,     2
606,     3,     3,     1,     7,     4,     6,    10,     8,     0,     9,     8,     5,     8,     3,     6,     5,     7,     2,     7,     7
607,    10,     8,     5,     6,     9,     6,     5,     6,     7,     2,     1,     5,     2,     3,     4,     3,     1,     2,     6,     3
608,     8,     6,     9,     5,     0,     5,     2,     4,     7,     0,     0,     6,     3,     1,     2,     4,     7,     2,     2,     0
609,     4,     5,     9,     2,     1,     3,     4,     1,     8,     0,     0,     4,     4,     0,     4,     3,     3,     4,     1,     2
610,     4,     6,     7,     6,     1,     6,     1,     3,     6,     1,     2,     7,     2,     2,     3,     5,     7,     5,     0,     2
611,     4,     4,     6,     7,     2,     5,     7,     3,     8,    10,     0,     3,     6,     4,     3,     3,     9,     2,     3,     2
612,     5,     7,     5,     5,     9,     6,     8,     4,     8,     6,     0,     5,     4,     8,     4,     4,     6,     5,     3,     0
613,     9,     9,     8,     6,    10,     4,     7,     4,     7,     2,     1,     7,     1,     1,     1,     6,     2,     1,     4,     4
614,     5,     0,     2,     8,     1,     5,     9,     6,     1,     8,     7,     4,     8,     3,     9,     5,     7,     2,     2,     4
615,     5,     8,     8,     8,     6,     4,     5,     5,     9,     8,     0,     6,     2,     8,     3,     6,     9,     2,     6,     3
616,     7,     2,     9,     7,     8,     5,     7,     7,     6,     7,     0,     8,     5,     9,     3,     8,     5,     3,     4,     1
617,     6,     1,     9,     7,     9,     5,     6,     6,     5,     8,     1,     7,     4,     6,     4,     3,     8,     5,     4,     0
618,     7,     8,     5,     4,     0,     5,     1,     1,     9,     1,     1,     7,     3,     2,     4,     6,     4,     4,     1,     1
619,     2,     3,     1,     9,     1,     5,     9,     5,     1,     8,     6,     7,     8,     3,     9,     4,     5,     3,     5,     5
620,     2,     1,     1,     8,     3,     5,    10,     6,     1,     8,     9,     6,     7,     2,     6,     7,     5,     5,     6,     5
621,     5,     6,     7,     3,     1,     8,     3,     4,     8,     1,     5,     5,     3,     0,     3,     5,     7,     1,     0,     4
622,    10,     4,     8,     7,     9,     3,     6,     5,     5,     1,     0,     5,     8,     2,     3,     4,     0,     3,     5,     2
623,     2,     3,     3,     9,     3,     7,     9,     7,     1,     8,     8,     4,     6,     2,     9,     5,     7,     6,     5,     3
624,     0,     0,     1,     8,     4,     4,     9,     7,     0,     6,     7,     7,     7,     1,     4,     7,     7,     2,     3,     6
625,     2,     3,     2,     6,     1,     6,    10,     9,     0,    10,     7,     5,     6,     4,     7,     8,     6,     2,     3,     4
626,     0,     0,     3,     9,     2,     6,     8,     6,     0,     9,     6,     6,     8,     2,     7,     6,     7,     4,     8,     2
627,     5,     3,     3,     9,     2,     6,     8,     9,     1,     5,     6,     5,     6,     2,    10,     6,     6,     4,     7,     6
628,     0,     1,     1,     9,     4,    10,     7,     4,     2,    10,     5,     6,     4,     1,     9,     5,     8,     5,     5,     6
629,     6,     5,     8,     6,     0,     4,     2,     3,     9,     4,     2,     8,     0,     2,     3,     4,     3,     3,     2,     3
630,     4,     4,     8,     5,     0,     4,     3,     3,     7,     2,     1,     6,     1,     3,     4,     5,     1,     2,     0,     2
631,     1,     1,     0,     9,     3,     8,     9,     6,     0,     9,     7,     4,     7,     5,     8,     4,     8,     4,     4,     2
632,     9,     3,     8,     6,     1,     6,     5,     3,     9,     4,     1,     6,     2,     2,     2,     4,     2,     1,     0,     4
633,     0,     2,     0,     8,     1,     5,    10,     7,     0,     9,     8,     3,     4,     2,     7,     5,     8,     3,     3,     3
634,     9,     8,     7,    10,     9,     8,     5,     6,     6,     2,     0,     3,     4,     2,     0,     4,     3,     2,     6,     2
635,     6,     6,     8,     2,     2,     5,     3,     6,    10,     2,     0,     3,     2,     2,     3,     5,     3,     2,     0,     5
636,     9,     6,     7,     8,     9,     8,     5,     7,     8,     2,     0,     9,     3,     3,     5,     6,     2,     3,     3,     1
637,     7,     4,     7,     3,     0,     3,     0,     3,     8,     1,     3,     4,     4,     2,     2,     5,     1,     2,     0,     4
638,     9,     8,     9,     9,     7,     9,     6,     6,     6,     2,     1,     5,     5,     1,     3,     6,     2,     2,     3,     2
639,    10,    10,     7,     7,     9,     4,     9,     3,     6,     1,     3,     8,     5,     3,     4,     5,     3,     3,     5,     1
640,    10,    10,     9,     8,    10,     6,     9,     6,     6,     3,     3,     4,     5,     3,     4,     5,     1,     4,     5,     0
641,     4,     6,     7,     5,     0,     4,     5,     0,    10,     1,     2,     6,     4,     3,     3,     5,     0,     2,     0,     5
642,    10,     7,     7,    10,     8,     7,     8,     7,     9,     2,     0,     6,     1,     2,     1,     2,     2,     3,     5,     3
643,     5,     3,     8,     4,     0,     4,     2,     3,    10,     1,     1,     5,     4,     1,     5,     3,     5,     6,     1,     2
644,     6,     3,     3,     8,     5,     4,     4,     5,     6,     6,     1,     7,     6,     4,     4,     6,     9,     3,     8,     2
645,     4,     1,     2,     8,     5,     5,     9,     8,     0,     7,     6,     9,     5,     1,     7,     5,     7,     7,     6,     6
646,     7,     3,     6,     6,     4,     5,     4,     5,     5,    10,     0,     4,     6,     8,     6,     5,     6,     2,     5,     3
647,     3,     8,     6,     2,     1,     5,     3,     3,     9,     1,     0,     4,     2,     5,     4,     6,     6,     2,     1,     2
648,     2,     3,     8,     3,     1,     4,     1,     5,    10,     0,     1,     3,     3,     3,     1,     5,     4,     3,     1,     3
649,     6,     5,     8,     5,     0,     5,     2,     6,     8,     2,     0,     6,     0,     2,     4,     5,     4,     3,     1,     4
650,    10,     9,     7,     8,     9,     6,     8,     3,     7,     3,     2,     7,     3,     3,     4,     4,     0,     3,     3,     0
651,     7,     7,    10,     3,     0,     3,     3,     2,     9,     3,     0,     7,     4,     4,     6,     6,     4,     4,     1,     2
652,     6,     4,     6,     4,     0,     6,     2,     2,     9,     2,     1,     4,     6,     4,     1,     5,     3,     4,     1,     5
653,     0,     4,     2,    10,     3,     4,     9,     5,     0,     8,     7,     4,     5,     2,     8,     7,     6,     2,     5,     3
654,     5,     6,     8,     5,     0,     8,     1,     4,     7,     3,     0,     5,     0,     2,     4,     4,     5,     5,     0,     4
655,     4,     2,     5,     3,     0,     5,     0,     5,     8,     2,     0,     4,     1,     1,     2,     3,     5,     2,     0,     4
656,     9,     8,     9,     8,     8,     8,     8,     5,     7,     3,     1,     4,     5,     5,     1,     3,     0,     3,     5,     1
657,     6,     6,     9,     6,     1,     6,     3,     2,     9,     1,     0,     8,     1,     7,     2,     6,     6,     4,     1,     3
658,     6,     7,     6,     6,     0,     2,     0,     5,     5,     2,     0,     2,     3,     5,     2,     3,     3,     1,     1,     3
659,     3,     4,     9,     5,     0,     6,     2,     4,     9,     4,     1,     4,     6,     1,     2,     4,     1,     1,     1,     5
660,    10,     9,     6,     9,     9,     7,     6,     5,     7,     2,     0,     5,     3,     2,     1,     3,     0,     3,     5,     1
661,     5,     4,     6,     1,     3,     8,     1,     1,     9,     3,     0,     4,     3,     2,     0,     4,     4,     6,     0,     4
662,     5,     8,     6,     7,     0,     4,     1,     5,     9,     2,     0,     4,     2,     2,     5,     4,     6,     5,     0,     3
663,     1,     2,     2,     9,     4,     3,     9,     7,     1,     8,     6,     4,    10,     1,     7,     6,     7,     3,     4,     5
664,     9,     7,     8,     7,     7,     5,     8,     6,     4,     3,     0,     6,     3,     1,     2,     8,     0,     7,     5,     1
665,     5,     6,     8,     3,     1,     6,     1,     1,     8,     0,     1,     6,     3,     3,     1,     7,     5,     1,     1,     3
666,     3,     2,     2,     4,     0,     7,    10,     8,     0,     9,     8,     4,     9,     1,    10,     3,     8,     2,     4,     7
667,     6,     3,     6,     6,     8,     8,     7,     2,     5,     7,     0,     4,     7,     9,     5,     6,     7,     2,     6,     4
668,     7,     4,     8,     4,     1,     3,     3,     2,     5,     2,     1,     8,     5,     2,     3,     5,     3,     3,     0,     4
669,     0,     5,     3,     8,     2,     4,     9,     7,     1,     9,     5,     6,     5,     1,     8,     2,     8,     4,     5,     5
670,     5,     2,     5,     5,     6,     5,     8,     5,     7,    10,     0,     7,     4,     7,     3,     6,     7,     2,     5,     3
